ts_unix,ped_count,lat,lon,ts,clipID
1483233173271,1,32.87719912514192,-117.22964731104051,2017-01-01 01:12:53.271,c3cv1rekz0jn1ebd
1483233172280,1,32.877255759026625,-117.22962609613813,2017-01-01 01:12:52.280,c3cv1rekz0jn1ebd
1483233171232,1,32.87731690419947,-117.22960719303286,2017-01-01 01:12:51.232,c3cv1rekz0jn1ebd
1616698684115,1,32.869469034690965,-117.21420015924164,2021-03-25 18:58:04.115,cy9ldg565rhwfncy
1616698289848,1,32.88103008589518,-117.22909553743996,2021-03-25 18:51:29.848,ceb175umoikz5c19
1616534906948,4,32.88299482376876,-117.2367381683755,2021-03-23 21:28:26.948,c4jkxqjdffnbtm87
1616534915204,2,32.88280373003902,-117.23597479826314,2021-03-23 21:28:35.204,c4jkxqjdffnbtm87
1616534914167,3,32.88280450841905,-117.23598939280285,2021-03-23 21:28:34.167,c4jkxqjdffnbtm87
1616534913171,5,32.88280574739165,-117.23601000992342,2021-03-23 21:28:33.171,c4jkxqjdffnbtm87
1616534912264,5,32.88280876839492,-117.23604930150866,2021-03-23 21:28:32.264,c4jkxqjdffnbtm87
1616534911347,4,32.88281652403377,-117.23611693820699,2021-03-23 21:28:31.347,c4jkxqjdffnbtm87
1616534910390,4,32.882831986065014,-117.23621070134425,2021-03-23 21:28:30.390,c4jkxqjdffnbtm87
1616534909147,4,32.882878313591696,-117.2363936974848,2021-03-23 21:28:29.147,c4jkxqjdffnbtm87
1616534908063,4,32.88292916248077,-117.23654718959976,2021-03-23 21:28:28.063,c4jkxqjdffnbtm87
1613871104447,1,32.87467437893437,-117.23367568122856,2021-02-21 01:31:44.447,cibibforba72pmlx
1613871105405,1,32.874792042822556,-117.23361701521952,2021-02-21 01:31:45.405,cibibforba72pmlx
1610059174843,1,32.876769761808426,-117.23263786736044,2021-01-07 22:39:34.843,c673utpbvqm5se9z
1610059184053,1,32.87678387686265,-117.232730667596,2021-01-07 22:39:44.053,c673utpbvqm5se9z
1610059183036,1,32.87678189628414,-117.23269765018335,2021-01-07 22:39:43.036,c673utpbvqm5se9z
1610059182090,1,32.87677705144858,-117.23266804600216,2021-01-07 22:39:42.090,c673utpbvqm5se9z
1610059181068,1,32.87677071170668,-117.23264358920298,2021-01-07 22:39:41.068,c673utpbvqm5se9z
1610059180144,1,32.87676945719673,-117.2326387533898,2021-01-07 22:39:40.144,c673utpbvqm5se9z
1610059179146,1,32.87676950790292,-117.23263865596886,2021-01-07 22:39:39.146,c673utpbvqm5se9z
1610059178116,1,32.87676957558545,-117.23263852523857,2021-01-07 22:39:38.116,c673utpbvqm5se9z
1610059177023,1,32.876769662497594,-117.23263838652218,2021-01-07 22:39:37.023,c673utpbvqm5se9z
1610059175861,1,32.87676975629655,-117.23263812799743,2021-01-07 22:39:35.861,c673utpbvqm5se9z
1613158931852,1,32.880846816657254,-117.23025960209252,2021-02-12 19:42:11.852,c7868unpeoikogoz
1613158940750,1,32.880846757995876,-117.23025983485792,2021-02-12 19:42:20.750,c7868unpeoikogoz
1613158939539,1,32.88084678933298,-117.23025977035029,2021-02-12 19:42:19.539,c7868unpeoikogoz
1613158938219,1,32.8808468179217,-117.23025973976827,2021-02-12 19:42:18.219,c7868unpeoikogoz
1613158937254,1,32.880846852044556,-117.23025975588877,2021-02-12 19:42:17.254,c7868unpeoikogoz
1613158936392,1,32.88084686292613,-117.23025976728123,2021-02-12 19:42:16.392,c7868unpeoikogoz
1613158935520,1,32.88084685501938,-117.2302597535697,2021-02-12 19:42:15.520,c7868unpeoikogoz
1613158934704,1,32.8808468513414,-117.23025973295788,2021-02-12 19:42:14.704,c7868unpeoikogoz
1613158933887,1,32.88084684588609,-117.23025970172912,2021-02-12 19:42:13.887,c7868unpeoikogoz
1613158933057,1,32.880846837683904,-117.23025966360771,2021-02-12 19:42:13.057,c7868unpeoikogoz
4925062799844,1,32.87684966254941,-117.2331087153505,2126-01-26 00:59:59.844,cjcg3h3vkzbzpd2y
4925062805152,1,32.87684972500339,-117.23310940639445,2126-01-26 01:00:05.152,cjcg3h3vkzbzpd2y
4925062804163,1,32.876849744998665,-117.23310926481085,2126-01-26 01:00:04.163,cjcg3h3vkzbzpd2y
4925062803108,1,32.876849782416954,-117.23310914544693,2126-01-26 01:00:03.108,cjcg3h3vkzbzpd2y
4925062802106,1,32.876849805605566,-117.23310902024977,2126-01-26 01:00:02.106,cjcg3h3vkzbzpd2y
4925062800976,1,32.87684976959007,-117.23310888974044,2126-01-26 01:00:00.976,cjcg3h3vkzbzpd2y
1612483244502,1,32.87685832198191,-117.23313496701981,2021-02-05 00:00:44.502,camvc7x010elxyiv
1612483253552,2,32.876858906099265,-117.23313556526807,2021-02-05 00:00:53.552,camvc7x010elxyiv
1612483252554,2,32.876858825201985,-117.23313549652596,2021-02-05 00:00:52.554,camvc7x010elxyiv
1612483251599,1,32.876858717548735,-117.23313541254039,2021-02-05 00:00:51.599,camvc7x010elxyiv
1612483250672,1,32.87685862807954,-117.23313535212976,2021-02-05 00:00:50.672,camvc7x010elxyiv
1612483249751,1,32.876858580390575,-117.2331352860619,2021-02-05 00:00:49.751,camvc7x010elxyiv
1612483248723,1,32.87685852992267,-117.23313521243234,2021-02-05 00:00:48.723,camvc7x010elxyiv
1612483247607,1,32.87685846708533,-117.23313511781859,2021-02-05 00:00:47.607,camvc7x010elxyiv
1612483246585,1,32.876858391221354,-117.2331350603594,2021-02-05 00:00:46.585,camvc7x010elxyiv
1612483245521,1,32.87685833797218,-117.23313501524069,2021-02-05 00:00:45.521,camvc7x010elxyiv
1612317568055,1,32.8806,-117.2309,2021-02-03 01:59:28.055,cqb7f8ompixqgorc
1612317576261,1,32.8804,-117.2314,2021-02-03 01:59:36.261,cqb7f8ompixqgorc
1612317575150,1,32.8805,-117.2313,2021-02-03 01:59:35.150,cqb7f8ompixqgorc
1612317574167,1,32.8805,-117.2312,2021-02-03 01:59:34.167,cqb7f8ompixqgorc
1612317573138,1,32.8805,-117.2311,2021-02-03 01:59:33.138,cqb7f8ompixqgorc
1612317572154,2,32.8805,-117.23100000000001,2021-02-03 01:59:32.154,cqb7f8ompixqgorc
1612317571092,2,32.8806,-117.23100000000001,2021-02-03 01:59:31.092,cqb7f8ompixqgorc
1612317570069,2,32.8806,-117.23100000000001,2021-02-03 01:59:30.069,cqb7f8ompixqgorc
1612317569038,1,32.8806,-117.2309,2021-02-03 01:59:29.038,cqb7f8ompixqgorc
1616287597988,8,32.85370339241557,-117.25658166201357,2021-03-21 00:46:37.988,cmz7gbw5m672sx4d
1616287607211,20,32.85389140563673,-117.25660479483982,2021-03-21 00:46:47.211,cmz7gbw5m672sx4d
1616287606076,16,32.85384281148481,-117.25659622331348,2021-03-21 00:46:46.076,cmz7gbw5m672sx4d
1616287605093,10,32.85381433997157,-117.2565947029191,2021-03-21 00:46:45.093,cmz7gbw5m672sx4d
1616287604152,11,32.85379187763734,-117.25659399218452,2021-03-21 00:46:44.152,cmz7gbw5m672sx4d
1616287603278,9,32.853778672069176,-117.25659298238124,2021-03-21 00:46:43.278,cmz7gbw5m672sx4d
1616287602199,6,32.85376957674486,-117.25659204128466,2021-03-21 00:46:42.199,cmz7gbw5m672sx4d
1616287601238,3,32.85375429968464,-117.25659013777704,2021-03-21 00:46:41.238,cmz7gbw5m672sx4d
1616287600193,5,32.85373838047038,-117.25658795893335,2021-03-21 00:46:40.193,cmz7gbw5m672sx4d
1616287599185,5,32.853722838499834,-117.25658533737064,2021-03-21 00:46:39.185,cmz7gbw5m672sx4d
1483233228385,2,32.87680215374338,-117.23289006402271,2017-01-01 01:13:48.385,cevxl9ehab03uwv2
1483233237428,2,32.87680174510084,-117.23288981192779,2017-01-01 01:13:57.428,cevxl9ehab03uwv2
1483233236593,2,32.87680171472222,-117.23288988043863,2017-01-01 01:13:56.593,cevxl9ehab03uwv2
1483233235614,2,32.87680169129369,-117.23288995304712,2017-01-01 01:13:55.614,cevxl9ehab03uwv2
1483233234614,2,32.876801723951594,-117.23289000720855,2017-01-01 01:13:54.614,cevxl9ehab03uwv2
1483233233575,2,32.87680179907195,-117.23289002387241,2017-01-01 01:13:53.575,cevxl9ehab03uwv2
1483233232509,2,32.87680190831741,-117.23289000994663,2017-01-01 01:13:52.509,cevxl9ehab03uwv2
1483233231506,2,32.87680200917466,-117.23288998064362,2017-01-01 01:13:51.506,cevxl9ehab03uwv2
1483233230511,2,32.87680209080796,-117.23288996205194,2017-01-01 01:13:50.511,cevxl9ehab03uwv2
1483233229380,2,32.87680216313197,-117.2328900010099,2017-01-01 01:13:49.380,cevxl9ehab03uwv2
1611883295883,1,32.86681331796808,-117.19788228644352,2021-01-29 01:21:35.883,c1gt033903vh422s
1611883296939,1,32.866692502860104,-117.1980020900367,2021-01-29 01:21:36.939,c1gt033903vh422s
1612317236355,1,32.87866858697398,-117.21966722791218,2021-02-03 01:53:56.355,cdm3r7csyy4lhd6y
1612317235394,1,32.87866897544519,-117.21963685493893,2021-02-03 01:53:55.394,cdm3r7csyy4lhd6y
1612317234460,1,32.878669197633826,-117.21961929450369,2021-02-03 01:53:54.460,cdm3r7csyy4lhd6y
1612317233318,1,32.878669328762754,-117.21961579984035,2021-02-03 01:53:53.318,cdm3r7csyy4lhd6y
1612317232325,1,32.878669470461155,-117.2196156083917,2021-02-03 01:53:52.325,cdm3r7csyy4lhd6y
1612485998305,2,32.88091484796989,-117.2438094948839,2021-02-05 00:46:38.305,cf1cyo8222rsb0cy
1612486007543,2,32.88091589564055,-117.24381189492779,2021-02-05 00:46:47.543,cf1cyo8222rsb0cy
1612486006595,3,32.88091574477718,-117.24381181449499,2021-02-05 00:46:46.595,cf1cyo8222rsb0cy
1612486005608,3,32.88091562267374,-117.24381157821264,2021-02-05 00:46:45.608,cf1cyo8222rsb0cy
1612486004495,3,32.880915495010036,-117.24381122146393,2021-02-05 00:46:44.495,cf1cyo8222rsb0cy
1612486003458,3,32.88091536135557,-117.24381079455608,2021-02-05 00:46:43.458,cf1cyo8222rsb0cy
1612486002395,3,32.88091527905725,-117.24381037080023,2021-02-05 00:46:42.395,cf1cyo8222rsb0cy
1612486001456,3,32.88091519722229,-117.24380998306887,2021-02-05 00:46:41.456,cf1cyo8222rsb0cy
1612486000404,3,32.88091513485519,-117.24380972695965,2021-02-05 00:46:40.404,cf1cyo8222rsb0cy
1612485999338,3,32.88091503003465,-117.24380957525608,2021-02-05 00:46:39.338,cf1cyo8222rsb0cy
1616287370740,1,32.84233684406378,-117.27313264373768,2021-03-21 00:42:50.740,cwh76n02u61mjx6x
1616287369704,1,32.84233681052236,-117.27313259810785,2021-03-21 00:42:49.704,cwh76n02u61mjx6x
1616287372623,1,32.84233687406313,-117.27313265095735,2021-03-21 00:42:52.623,cwh76n02u61mjx6x
4925062669611,1,32.88048335140514,-117.2311074785141,2126-01-26 00:57:49.611,ckj7yhct42ke61r8
4925062675678,1,32.88068464307761,-117.23060531431034,2126-01-26 00:57:55.678,ckj7yhct42ke61r8
4925062674740,1,32.88063620170547,-117.23071431725269,2126-01-26 00:57:54.740,ckj7yhct42ke61r8
4925062673708,1,32.88059319775327,-117.230812962522,2126-01-26 00:57:53.708,ckj7yhct42ke61r8
4925062672664,2,32.88055659795881,-117.2309015857678,2126-01-26 00:57:52.664,ckj7yhct42ke61r8
4925062671672,1,32.88052582141431,-117.23098086107453,2126-01-26 00:57:51.672,ckj7yhct42ke61r8
4925062670615,2,32.88050136758292,-117.23105042005648,2126-01-26 00:57:50.615,ckj7yhct42ke61r8
1616702116592,1,32.876180328613984,-117.23028606660343,2021-03-25 19:55:16.592,cip47nvur6e74789
1616702118532,1,32.87617400830298,-117.23022537671021,2021-03-25 19:55:18.532,cip47nvur6e74789
1616702117530,1,32.87617676416513,-117.2302535855359,2021-03-25 19:55:17.530,cip47nvur6e74789
1616368216658,3,32.86227576077858,-117.21135333144038,2021-03-21 23:10:16.658,c3u4xkju16f5ivcc
1616368215578,3,32.862455053062085,-117.2115383199134,2021-03-21 23:10:15.578,c3u4xkju16f5ivcc
1616368214714,2,32.86255135504629,-117.21163146278748,2021-03-21 23:10:14.714,c3u4xkju16f5ivcc
1616368213542,2,32.86273156673243,-117.21179425173406,2021-03-21 23:10:13.542,c3u4xkju16f5ivcc
1616368212646,2,32.86283265595809,-117.21188037206858,2021-03-21 23:10:12.646,c3u4xkju16f5ivcc
1612140674173,1,32.8769,-117.2178,2021-02-01 00:51:14.173,cfat3ru30wtj81an
1616534535301,2,32.86663694154288,-117.24977052603545,2021-03-23 21:22:15.301,c0eyi3xbeszjylx5
1616287315462,1,32.842551602240405,-117.27320546385315,2021-03-21 00:41:55.462,c1pq5gzob136hbn6
1613871114457,1,32.876052969364274,-117.23340173594015,2021-02-21 01:31:54.457,cfgh9gx45rkdnewz
1613871113549,1,32.87593281931586,-117.23340185586927,2021-02-21 01:31:53.549,cfgh9gx45rkdnewz
1613871115388,1,32.876168233596005,-117.23339748538784,2021-02-21 01:31:55.388,cfgh9gx45rkdnewz
1616287267100,3,32.845048768009825,-117.27414587371136,2021-03-21 00:41:07.100,cupf8pourfz4o5db
1616287273582,2,32.845038909699966,-117.27407683027107,2021-03-21 00:41:13.582,cupf8pourfz4o5db
1616287272332,2,32.84504831823899,-117.27411182237837,2021-03-21 00:41:12.332,cupf8pourfz4o5db
1616287271295,2,32.84504930887421,-117.27412903990374,2021-03-21 00:41:11.295,cupf8pourfz4o5db
1616287270278,2,32.84504918063042,-117.27413789161156,2021-03-21 00:41:10.278,cupf8pourfz4o5db
1616287269317,1,32.84504902649779,-117.27414167619612,2021-03-21 00:41:09.317,cupf8pourfz4o5db
1616287268227,1,32.84504891691131,-117.27414340797236,2021-03-21 00:41:08.227,cupf8pourfz4o5db
1616534086894,1,32.84299111779848,-117.27177154501051,2021-03-23 21:14:46.894,ckhkkr5uo19c78vl
1615680872914,1,32.88025052014955,-117.23184907366905,2021-03-14 00:14:32.914,ccx21egkatxpnj0c
1615680878129,1,32.88038190891239,-117.23140250980822,2021-03-14 00:14:38.129,ccx21egkatxpnj0c
1615680877210,1,32.88035334110268,-117.23148833122069,2021-03-14 00:14:37.210,ccx21egkatxpnj0c
1615680876157,1,32.88032590619876,-117.23157594670894,2021-03-14 00:14:36.157,ccx21egkatxpnj0c
1615680875160,1,32.88030006709896,-117.23166286003212,2021-03-14 00:14:35.160,ccx21egkatxpnj0c
1615680873952,1,32.88027433404075,-117.23175682819712,2021-03-14 00:14:33.952,ccx21egkatxpnj0c
1613162414178,2,32.88083418474307,-117.23039797497513,2021-02-12 20:40:14.178,ck8pm4roew14ytbn
1616367716255,1,32.85256681418501,-117.19125120826756,2021-03-21 23:01:56.255,cbk8c1n1299xduqt
1616367719274,1,32.85257060925282,-117.19123930538586,2021-03-21 23:01:59.274,cbk8c1n1299xduqt
1613866291720,1,32.87669801433358,-117.23267152647725,2021-02-21 00:11:31.720,cji5qsagh8k386bh
1613866290722,1,32.876726370562594,-117.23282469528057,2021-02-21 00:11:30.722,cji5qsagh8k386bh
4925062709557,1,32.87915640768258,-117.2291331166758,2126-01-26 00:58:29.557,c9llgqdk66mdk381
1616286426057,1,32.84849468548113,-117.26388119350719,2021-03-21 00:27:06.057,c7ahpez6ehqonv7d
1611883932471,1,32.8802,-117.2346,2021-01-29 01:32:12.471,cm0hzagmy8st3mj4
1611883931554,1,32.8802,-117.2346,2021-01-29 01:32:11.554,cm0hzagmy8st3mj4
1611883930590,1,32.8801,-117.2346,2021-01-29 01:32:10.590,cm0hzagmy8st3mj4
1611883929669,1,32.8801,-117.2346,2021-01-29 01:32:09.669,cm0hzagmy8st3mj4
1611883928577,1,32.8801,-117.2345,2021-01-29 01:32:08.577,cm0hzagmy8st3mj4
1611883927581,1,32.8801,-117.2344,2021-01-29 01:32:07.581,cm0hzagmy8st3mj4
1611883926502,3,32.8801,-117.2343,2021-01-29 01:32:06.502,cm0hzagmy8st3mj4
1611883925510,5,32.8801,-117.2342,2021-01-29 01:32:05.510,cm0hzagmy8st3mj4
1611883924427,1,32.8801,-117.2341,2021-01-29 01:32:04.427,cm0hzagmy8st3mj4
1616532002556,1,32.875081198350216,-117.23352801030478,2021-03-23 20:40:02.556,cntdgu4jsg238fkt
4925062769874,2,32.876852346418616,-117.23310677944643,2126-01-26 00:59:29.874,cupjdc3z78rqlp68
4925062778868,2,32.876851940184046,-117.23310850199393,2126-01-26 00:59:38.868,cupjdc3z78rqlp68
4925062777952,2,32.87685198970952,-117.23310834595458,2126-01-26 00:59:37.952,cupjdc3z78rqlp68
4925062777028,2,32.876851984809434,-117.2331081826264,2126-01-26 00:59:37.028,cupjdc3z78rqlp68
4925062776119,2,32.87685200412856,-117.23310805412048,2126-01-26 00:59:36.119,cupjdc3z78rqlp68
4925062775143,2,32.876852003177675,-117.233107894394,2126-01-26 00:59:35.143,cupjdc3z78rqlp68
4925062774142,2,32.8768519558246,-117.23310769330178,2126-01-26 00:59:34.142,cupjdc3z78rqlp68
4925062773008,2,32.876851926845625,-117.23310733184697,2126-01-26 00:59:33.008,cupjdc3z78rqlp68
4925062772015,2,32.87685200166824,-117.2331070895722,2126-01-26 00:59:32.015,cupjdc3z78rqlp68
4925062770891,2,32.8768521511454,-117.23310690522014,2126-01-26 00:59:30.891,cupjdc3z78rqlp68
1613159011026,1,32.87633405330505,-117.22992506360242,2021-02-12 19:43:31.026,cz1jc9gq7mqrgyjc
1613159009909,1,32.876341344834685,-117.22992485138585,2021-02-12 19:43:29.909,cz1jc9gq7mqrgyjc
1613159008946,1,32.87634718223655,-117.22992556190098,2021-02-12 19:43:28.946,cz1jc9gq7mqrgyjc
1613159007932,1,32.87634362160873,-117.22992319628159,2021-02-12 19:43:27.932,cz1jc9gq7mqrgyjc
1613159006757,1,32.876342859907844,-117.2299218317039,2021-02-12 19:43:26.757,cz1jc9gq7mqrgyjc
1614905948251,1,32.87912152829955,-117.22914573068323,2021-03-05 00:59:08.251,cgvcoqdakpv2mwjj
1611352613163,1,32.87894235086845,-117.22221588854092,2021-01-22 21:56:53.163,cw8xzpr7f3gies17
1611352614121,1,32.878942384272534,-117.22221587222653,2021-01-22 21:56:54.121,cw8xzpr7f3gies17
1611881777918,5,32.87685376958713,-117.23311320783779,2021-01-29 00:56:17.918,cjrwwfsklc35urh0
1611881787116,5,32.87685234961213,-117.23311367688268,2021-01-29 00:56:27.116,cjrwwfsklc35urh0
1611881786135,5,32.87685235096235,-117.23311374340919,2021-01-29 00:56:26.135,cjrwwfsklc35urh0
1611881785173,5,32.87685237832455,-117.23311379123314,2021-01-29 00:56:25.173,cjrwwfsklc35urh0
1611881784217,5,32.87685248471019,-117.23311380149276,2021-01-29 00:56:24.217,cjrwwfsklc35urh0
1611881783202,5,32.87685261889714,-117.23311375151371,2021-01-29 00:56:23.202,cjrwwfsklc35urh0
1611881782131,5,32.876852806482056,-117.23311365839355,2021-01-29 00:56:22.131,cjrwwfsklc35urh0
1611881781117,5,32.87685303146927,-117.23311355057264,2021-01-29 00:56:21.117,cjrwwfsklc35urh0
1611881780042,5,32.8768532604429,-117.23311346360448,2021-01-29 00:56:20.042,cjrwwfsklc35urh0
1611881779027,5,32.87685348996888,-117.23311336824841,2021-01-29 00:56:19.027,cjrwwfsklc35urh0
1616287932590,3,32.855341092891386,-117.25748126935488,2021-03-21 00:52:12.590,cfwdsg9llthn6oek
1616287931708,2,32.855341976480425,-117.25748255450442,2021-03-21 00:52:11.708,cfwdsg9llthn6oek
1616287930733,1,32.855346129444925,-117.25749009749417,2021-03-21 00:52:10.733,cfwdsg9llthn6oek
1616287929805,1,32.85535440239667,-117.25750545117313,2021-03-21 00:52:09.805,cfwdsg9llthn6oek
1616287927850,2,32.85537951467764,-117.25755853917644,2021-03-21 00:52:07.850,cfwdsg9llthn6oek
1616287926932,4,32.85539297834814,-117.25758585865637,2021-03-21 00:52:06.932,cfwdsg9llthn6oek
1616287925844,2,32.85540559379106,-117.25760456661631,2021-03-21 00:52:05.844,cfwdsg9llthn6oek
1616287924747,1,32.85541648886754,-117.25761397278706,2021-03-21 00:52:04.747,cfwdsg9llthn6oek
1612660374735,1,32.87616641410978,-117.23009423790462,2021-02-07 01:12:54.735,cpnzdyztttyh2h9z
1612660375761,1,32.876166416898236,-117.23009431984137,2021-02-07 01:12:55.761,cpnzdyztttyh2h9z
1611883893265,2,32.8804,-117.2316,2021-01-29 01:31:33.265,c0imwqpwewlqor0z
1611883902458,1,32.8802,-117.2324,2021-01-29 01:31:42.458,c0imwqpwewlqor0z
1611883900590,1,32.8802,-117.2322,2021-01-29 01:31:40.590,c0imwqpwewlqor0z
1611883899497,1,32.8802,-117.2322,2021-01-29 01:31:39.497,c0imwqpwewlqor0z
1611883898397,1,32.8802,-117.2321,2021-01-29 01:31:38.397,c0imwqpwewlqor0z
1611883897402,1,32.8802,-117.23200000000001,2021-01-29 01:31:37.402,c0imwqpwewlqor0z
1611883895338,2,32.8803,-117.2318,2021-01-29 01:31:35.338,c0imwqpwewlqor0z
1611883894267,2,32.8803,-117.2317,2021-01-29 01:31:34.267,c0imwqpwewlqor0z
1611350307312,1,32.88083912396595,-117.23025006295671,2021-01-22 21:18:27.312,cm56fg0xw32ouxk5
1611350316534,1,32.88084019144376,-117.2302536417276,2021-01-22 21:18:36.534,cm56fg0xw32ouxk5
1611350315450,1,32.88083994480583,-117.23025356977509,2021-01-22 21:18:35.450,cm56fg0xw32ouxk5
1611350314489,1,32.880839647606955,-117.23025337748687,2021-01-22 21:18:34.489,cm56fg0xw32ouxk5
1611350313489,1,32.88083939607276,-117.23025309033035,2021-01-22 21:18:33.489,cm56fg0xw32ouxk5
1611350312513,1,32.88083919452063,-117.23025272376772,2021-01-22 21:18:32.513,cm56fg0xw32ouxk5
1611350311494,1,32.880839041039486,-117.23025229802143,2021-01-22 21:18:31.494,cm56fg0xw32ouxk5
1611350310475,1,32.88083893347782,-117.23025178587505,2021-01-22 21:18:30.475,cm56fg0xw32ouxk5
1611350309493,1,32.88083893170225,-117.23025126845002,2021-01-22 21:18:29.493,cm56fg0xw32ouxk5
1611350308305,1,32.88083899611918,-117.23025066540792,2021-01-22 21:18:28.305,cm56fg0xw32ouxk5
1616975245143,1,32.872261526586854,-117.23393474195544,2021-03-28 23:47:25.143,cn2criqbkdf6sjek
1616975244333,1,32.872142541046856,-117.2338732537332,2021-03-28 23:47:24.333,cn2criqbkdf6sjek
4925066683720,1,32.88070092319562,-117.23066091992688,2126-01-26 02:04:43.720,chva801zlf6m2v8m
1616375002944,1,32.876655729215784,-117.21835740861172,2021-03-22 01:03:22.944,cotwacqc4cq09yq7
1616375001960,1,32.87665570882041,-117.21835742586313,2021-03-22 01:03:21.960,cotwacqc4cq09yq7
1616375001125,1,32.87665569092709,-117.21835744064876,2021-03-22 01:03:21.125,cotwacqc4cq09yq7
1616374999911,1,32.87665565127992,-117.21835743022771,2021-03-22 01:03:19.911,cotwacqc4cq09yq7
1616374998749,1,32.87665558970438,-117.21835739667256,2021-03-22 01:03:18.749,cotwacqc4cq09yq7
1611352501993,1,32.881380718981035,-117.22156788351795,2021-01-22 21:55:01.993,c3sj3na1duw2hv5d
1611352501073,1,32.881373985024325,-117.2214653867212,2021-01-22 21:55:01.073,c3sj3na1duw2hv5d
1611352500189,1,32.88137691134998,-117.221369063314,2021-01-22 21:55:00.189,c3sj3na1duw2hv5d
1611352499195,2,32.88138945620183,-117.2212783744664,2021-01-22 21:54:59.195,c3sj3na1duw2hv5d
1611352497993,2,32.881425847556585,-117.22115686269308,2021-01-22 21:54:57.993,c3sj3na1duw2hv5d
1611352497023,1,32.88146260592649,-117.22106966030891,2021-01-22 21:54:57.023,c3sj3na1duw2hv5d
1612483254322,1,32.876858966948404,-117.23313561456348,2021-02-05 00:00:54.322,cgdpztl3ben1y0tk
1612483263466,2,32.87685881452891,-117.23313542870588,2021-02-05 00:01:03.466,cgdpztl3ben1y0tk
1612483262628,3,32.87685889989496,-117.23313547751431,2021-02-05 00:01:02.628,cgdpztl3ben1y0tk
1612483261701,3,32.876858988037235,-117.2331355397548,2021-02-05 00:01:01.701,cgdpztl3ben1y0tk
1612483260614,3,32.87685908264622,-117.23313559551713,2021-02-05 00:01:00.614,cgdpztl3ben1y0tk
1612483259618,3,32.8768591509262,-117.2331356363924,2021-02-05 00:00:59.618,cgdpztl3ben1y0tk
1612483258543,2,32.87685918094337,-117.23313566378552,2021-02-05 00:00:58.543,cgdpztl3ben1y0tk
1612483257420,2,32.876859167521445,-117.23313565646565,2021-02-05 00:00:57.420,cgdpztl3ben1y0tk
