1632265742749,33.04774373895005,-117.07312770514739,91.18868604514465,34,77,15,11
1632265742865,33.0477178382648,-117.07312615487206,91.19477823182956,33,76,15,11
1632265742955,33.0476918508799,-117.073124626805,91.19901170550553,33,76,15,11
1632265743119,33.04766597591749,-117.07312309537137,91.20349002251575,33,76,15,11
1632265743253,33.047640051972294,-117.07312162907458,91.21102515581732,33,75,15,11
1632265743473,33.04753631602066,-117.07311614964112,91.22667991710884,33,75,15,11
1632265743584,33.04751038385939,-117.07311492659541,91.23238286093667,34,76,15,11
1632265743702,33.04748446628641,-117.0731137372503,91.23804894175244,34,75,15,11
1632265743818,33.04745854616433,-117.07311261140653,91.24194103442345,34,75,14,11
1632265743919,33.047432635684935,-117.07311153244069,91.24263200101282,35,76,15,11
1632265744101,33.04740669439152,-117.07311050529202,91.24863638484166,35,77,15,11
1632265744214,33.04738057858904,-117.07310957998898,91.25136550524753,36,78,14,11
1632265744332,33.04735464138987,-117.07310872751765,91.25362575297713,36,78,13,11
1632265744512,33.04727690270986,-117.07310653108043,91.26166423980744,36,77,15,11
1632265744624,33.04725097255825,-117.0731059713666,91.27259964042996,36,77,15,11
1632265744737,33.04722482581894,-117.07310545088994,91.28204970113843,36,77,15,11
1632265744856,33.047198892123234,-117.0731049543374,91.29080134411286,36,77,15,11
1632265744946,33.04717297836715,-117.07310452161454,91.29322175362894,36,76,15,11
1632265745111,33.04714707625883,-117.07310416814597,91.2949547452646,35,75,15,11
1632265745244,33.04712114669227,-117.073103933911,91.30085269682155,35,75,15,11
1632265745446,33.04701741387229,-117.0731038627809,91.31773140191451,34,72,15,11
1632265745615,33.04699148150377,-117.07310405022557,91.31967828720622,33,72,15,11
1632265745728,33.04696555099682,-117.07310430116134,91.32156831310404,33,72,15,11
1632265745843,33.04693960540384,-117.07310462357694,91.32389231909748,33,71,15,11
1632265745938,33.04691366983285,-117.07310503593058,91.32801062057564,33,71,15,11
1632265746117,33.04688773988994,-117.07310553240433,91.33158059080884,33,70,15,11
1632265746230,33.04686181119259,-117.07310607574156,91.3343724254276,33,70,15,11
1632265746489,33.04675804652727,-117.07310894283447,91.33018599673964,33,70,15,11
1632265746659,33.04673211142026,-117.07310983445949,91.3291411366529,33,70,15,11
1632265746774,33.04670617509713,-117.07311078047657,91.336502071429,34,70,15,11
1632265746896,33.04668026479377,-117.07311178439443,91.34739979098723,34,71,15,11
1632265746985,33.046654319807175,-117.07311281475847,91.3649592484923,33,70,15,11
1632265747150,33.04662840216492,-117.07311389879526,91.38547042088196,32,69,15,11
1632265747287,33.04660248076375,-117.07311509032874,91.40566822157206,31,67,15,11
1632265747448,33.04649883431021,-117.07312067089129,91.47869760810062,29,64,15,11
1632265747650,33.046472904983844,-117.0731223086139,91.495260756526,29,63,15,11
1632265747843,33.04644699985397,-117.07312403919231,91.51078925880762,29,63,15,11
1632265748055,33.04634344660677,-117.07313155339479,91.56136258576475,30,63,15,11
1632265748169,33.0463174831919,-117.0731336001245,91.5773188396584,29,63,15,11
1632265748291,33.046291596650235,-117.07313566801037,91.59194939084374,29,63,15,11
1632265748418,33.04626570623577,-117.07313777999356,91.60518586617873,29,62,15,11
1632265748761,33.04616209392,-117.07314703970972,91.65150477888099,29,62,15,11
1632265748854,33.04613625901605,-117.07314957667882,91.66238454029315,29,62,15,11
1632265749037,33.04611041763081,-117.07315219112225,91.67939272118088,29,62,15,11
1632265749149,33.046084565555674,-117.07315487891773,91.69946126731291,29,62,15,11
1632265749263,33.04605871644927,-117.07315762145389,91.71638043692981,29,61,15,11
1632265749346,33.04603289080163,-117.07316044003261,91.72224375895614,29,62,15,11
1632265749558,33.04595529373282,-117.07316955334599,91.76982649998482,29,62,15,11
1632265749678,33.045929487910655,-117.07317276486665,91.78610300719755,29,62,15,11
1632265749796,33.045903689137326,-117.07317601681362,91.79768587596094,30,63,15,11
1632265749885,33.04587791253463,-117.07317934666395,91.805858688477,30,63,15,11
1632265750064,33.045851908145735,-117.07318278416132,91.81885957839341,30,63,15,11
1632265750178,33.04582613673888,-117.07318626604919,91.83812579766162,31,64,15,11
1632265750292,33.045800380949736,-117.07318980482363,91.85740363053269,31,64,15,11
1632265750469,33.045723133208405,-117.07320083757953,91.90880233943103,31,64,15,11
1632265750583,33.04569741764399,-117.07320466760254,91.92644255226436,31,64,15,11
1632265750698,33.045671708354234,-117.07320860964877,91.94455487393347,30,63,15,11
1632265750816,33.04564600681424,-117.073212613302,91.96586397368266,29,62,15,11
1632265750905,33.045620304699426,-117.07321670500927,91.98834700093252,28,61,15,11
1632265751090,33.04559460743822,-117.0732208934695,92.01021471718788,28,60,15,11
